RANK,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Tournament
52,Nicolai Højgaard,59.62%,31,52,Mexico Open at Vidanta
57,Parker Coody,57.69%,30,52,Mexico Open at Vidanta
57,Ryan McCormick,57.69%,30,52,Mexico Open at Vidanta
59,Wilson Furr,55.77%,29,52,Mexico Open at Vidanta
59,Martin Trainer,55.77%,29,52,Mexico Open at Vidanta
59,Matt Wallace,55.77%,29,52,Mexico Open at Vidanta
62,Garrick Higgo,53.85%,28,52,Mexico Open at Vidanta
62,Thorbjørn Olesen,53.85%,28,52,Mexico Open at Vidanta
64,Harry Hall,51.92%,27,52,Mexico Open at Vidanta
65,MJ Daffue,50.00%,26,52,Mexico Open at Vidanta
1,Harris English,67.86%,38,56,The Genesis Invitational
1,Lucas Glover,67.86%,38,56,The Genesis Invitational
1,Adam Hadwin,67.86%,38,56,The Genesis Invitational
4,Lee Hodges,64.29%,36,56,The Genesis Invitational
4,J.T. Poston,64.29%,36,56,The Genesis Invitational
6,Sam Burns,62.50%,35,56,The Genesis Invitational
6,Si Woo Kim,62.50%,35,56,The Genesis Invitational
6,Scottie Scheffler,62.50%,35,56,The Genesis Invitational
6,Adam Svensson,62.50%,35,56,The Genesis Invitational
6,Brendon Todd,62.50%,35,56,The Genesis Invitational
11,Christiaan Bezuidenhout,60.71%,34,56,The Genesis Invitational
11,Corey Conners,60.71%,34,56,The Genesis Invitational
11,Brian Harman,60.71%,34,56,The Genesis Invitational
11,Rory McIlroy,60.71%,34,56,The Genesis Invitational
15,Emiliano Grillo,58.93%,33,56,The Genesis Invitational
15,Max Homa,58.93%,33,56,The Genesis Invitational
15,Tom Kim,58.93%,33,56,The Genesis Invitational
15,Andrew Putnam,58.93%,33,56,The Genesis Invitational
15,Xander Schauffele,58.93%,33,56,The Genesis Invitational
20,Eric Cole,57.14%,32,56,The Genesis Invitational
20,Mackenzie Hughes,57.14%,32,56,The Genesis Invitational
20,Cameron Young,57.14%,32,56,The Genesis Invitational
20,Will Zalatoris,57.14%,32,56,The Genesis Invitational
24,Tony Finau,55.36%,31,56,The Genesis Invitational
24,Tommy Fleetwood,55.36%,31,56,The Genesis Invitational
24,Hideki Matsuyama,55.36%,31,56,The Genesis Invitational
24,Nick Taylor,55.36%,31,56,The Genesis Invitational
,Field Average,53.78%,,,The Genesis Invitational
28,Byeong Hun An,51.79%,29,56,The Genesis Invitational
28,Cam Davis,51.79%,29,56,The Genesis Invitational
28,Rickie Fowler,51.79%,29,56,The Genesis Invitational
28,Russell Henley,51.79%,29,56,The Genesis Invitational
28,Tom Hoge,51.79%,29,56,The Genesis Invitational
28,Beau Hossler,51.79%,29,56,The Genesis Invitational
28,Collin Morikawa,51.79%,29,56,The Genesis Invitational
28,Seamus Power,51.79%,29,56,The Genesis Invitational
28,Sahith Theegala,51.79%,29,56,The Genesis Invitational
28,Gary Woodland,51.79%,29,56,The Genesis Invitational
38,Ludvig Åberg,50.00%,28,56,The Genesis Invitational
38,Viktor Hovland,50.00%,28,56,The Genesis Invitational
38,Chase Johnson,50.00%,28,56,The Genesis Invitational
38,Denny McCarthy,50.00%,28,56,The Genesis Invitational
42,Patrick Cantlay,48.21%,27,56,The Genesis Invitational
43,Ben Griffin,46.43%,26,56,The Genesis Invitational
43,Luke List,46.43%,26,56,The Genesis Invitational
45,Charley Hoffman,44.64%,25,56,The Genesis Invitational
45,Sungjae Im,44.64%,25,56,The Genesis Invitational
45,Taylor Moore,44.64%,25,56,The Genesis Invitational
48,Jason Day,42.86%,24,56,The Genesis Invitational
48,Nicolai Højgaard,42.86%,24,56,The Genesis Invitational
48,Kurt Kitayama,42.86%,24,56,The Genesis Invitational
48,Adam Scott,42.86%,24,56,The Genesis Invitational
1,Nicolo Galletti,76.79%,43,56,WM Phoenix Open
1,Matt NeSmith,76.79%,43,56,WM Phoenix Open
3,Si Woo Kim,75.00%,42,56,WM Phoenix Open
4,Corey Conners,73.21%,41,56,WM Phoenix Open
5,Joel Dahmen,71.43%,40,56,WM Phoenix Open
5,Doug Ghim,71.43%,40,56,WM Phoenix Open
5,Alex Noren,71.43%,40,56,WM Phoenix Open
8,Zac Blair,69.64%,39,56,WM Phoenix Open
8,Harris English,69.64%,39,56,WM Phoenix Open
8,Brian Harman,69.64%,39,56,WM Phoenix Open
11,Daniel Berger,67.86%,38,56,WM Phoenix Open
11,Sam Burns,67.86%,38,56,WM Phoenix Open
11,Adrien Dumont de Chassart,67.86%,38,56,WM Phoenix Open
11,Tyler Duncan,67.86%,38,56,WM Phoenix Open
11,Matt Fitzpatrick,67.86%,38,56,WM Phoenix Open
11,Shane Lowry,67.86%,38,56,WM Phoenix Open
17,Charley Hoffman,66.07%,37,56,WM Phoenix Open
17,Beau Hossler,66.07%,37,56,WM Phoenix Open
17,Brendon Todd,66.07%,37,56,WM Phoenix Open
20,Emiliano Grillo,64.29%,36,56,WM Phoenix Open
20,Nick Taylor,64.29%,36,56,WM Phoenix Open
20,Jhonattan Vegas,64.29%,36,56,WM Phoenix Open
23,Hayden Buckley,62.50%,35,56,WM Phoenix Open
23,Thomas Detry,62.50%,35,56,WM Phoenix Open
23,Ben Griffin,62.50%,35,56,WM Phoenix Open
23,Martin Laird,62.50%,35,56,WM Phoenix Open
23,Adam Scott,62.50%,35,56,WM Phoenix Open
23,Jordan Spieth,62.50%,35,56,WM Phoenix Open
23,Cameron Young,62.50%,35,56,WM Phoenix Open
30,Tyson Alexander,60.71%,34,56,WM Phoenix Open
30,Nick Hardy,60.71%,34,56,WM Phoenix Open
30,Billy Horschel,60.71%,34,56,WM Phoenix Open
30,Mark Hubbard,60.71%,34,56,WM Phoenix Open
30,Scottie Scheffler,60.71%,34,56,WM Phoenix Open
30,Sam Stevens,60.71%,34,56,WM Phoenix Open
30,Justin Suh,60.71%,34,56,WM Phoenix Open
37,Bud Cauley,58.93%,33,56,WM Phoenix Open
37,S.H. Kim,58.93%,33,56,WM Phoenix Open
37,Denny McCarthy,58.93%,33,56,WM Phoenix Open
37,Maverick McNealy,58.93%,33,56,WM Phoenix Open
37,Sahith Theegala,58.93%,33,56,WM Phoenix Open
,Field Average,58.61%,,,WM Phoenix Open
42,Aaron Baddeley,57.14%,32,56,WM Phoenix Open
42,Eric Cole,57.14%,32,56,WM Phoenix Open
42,Jim Knous,57.14%,32,56,WM Phoenix Open
42,Keith Mitchell,57.14%,32,56,WM Phoenix Open
42,Jesse Mueller,57.14%,32,56,WM Phoenix Open
42,Adam Schenk,57.14%,32,56,WM Phoenix Open
42,Sami Valimaki,57.14%,32,56,WM Phoenix Open
49,Tom Hoge,55.36%,31,56,WM Phoenix Open
49,Hideki Matsuyama,55.36%,31,56,WM Phoenix Open
49,Andrew Novak,55.36%,31,56,WM Phoenix Open
52,Garrick Higgo,53.57%,30,56,WM Phoenix Open
52,Sungjae Im,53.57%,30,56,WM Phoenix Open
52,Zach Johnson,53.57%,30,56,WM Phoenix Open
52,Kurt Kitayama,53.57%,30,56,WM Phoenix Open
52,Davis Thompson,53.57%,30,56,WM Phoenix Open
52,Matt Wallace,53.57%,30,56,WM Phoenix Open
52,Carson Young,53.57%,30,56,WM Phoenix Open
59,Christiaan Bezuidenhout,51.79%,29,56,WM Phoenix Open
59,Taylor Montgomery,51.79%,29,56,WM Phoenix Open
59,Taylor Moore,51.79%,29,56,WM Phoenix Open
59,Seamus Power,51.79%,29,56,WM Phoenix Open
59,Robby Shelton,51.79%,29,56,WM Phoenix Open
59,Justin Thomas,51.79%,29,56,WM Phoenix Open
65,Min Woo Lee,50.00%,28,56,WM Phoenix Open
65,Justin Lower,50.00%,28,56,WM Phoenix Open
67,Byeong Hun An,48.21%,27,56,WM Phoenix Open
67,Tom Kim,48.21%,27,56,WM Phoenix Open
69,Kevin Chappell,46.43%,26,56,WM Phoenix Open
69,Harry Hall,46.43%,26,56,WM Phoenix Open
69,Jake Knapp,46.43%,26,56,WM Phoenix Open
72,Ryan Fox,44.64%,25,56,WM Phoenix Open
73,Wyndham Clark,42.86%,24,56,WM Phoenix Open
1,Denny McCarthy,85.71%,36,42,AT&T Pebble Beach Pro-Am
2,Matt Fitzpatrick,80.95%,34,42,AT&T Pebble Beach Pro-Am
2,Sepp Straka,80.95%,34,42,AT&T Pebble Beach Pro-Am
2,Brendon Todd,80.95%,34,42,AT&T Pebble Beach Pro-Am
5,Keith Mitchell,78.57%,33,42,AT&T Pebble Beach Pro-Am
6,Tommy Fleetwood,76.19%,32,42,AT&T Pebble Beach Pro-Am
6,Chris Kirk,76.19%,32,42,AT&T Pebble Beach Pro-Am
6,J.T. Poston,76.19%,32,42,AT&T Pebble Beach Pro-Am
6,Webb Simpson,76.19%,32,42,AT&T Pebble Beach Pro-Am
10,Emiliano Grillo,73.81%,31,42,AT&T Pebble Beach Pro-Am
10,Brian Harman,73.81%,31,42,AT&T Pebble Beach Pro-Am
10,Nicolai Højgaard,73.81%,31,42,AT&T Pebble Beach Pro-Am
10,Tom Kim,73.81%,31,42,AT&T Pebble Beach Pro-Am
10,Hideki Matsuyama,73.81%,31,42,AT&T Pebble Beach Pro-Am
10,Davis Riley,73.81%,31,42,AT&T Pebble Beach Pro-Am
10,Sam Ryder,73.81%,31,42,AT&T Pebble Beach Pro-Am
17,Corey Conners,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,Tony Finau,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,Russell Henley,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,Rory McIlroy,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,Collin Morikawa,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,J.J. Spaun,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,Brandon Wu,71.43%,30,42,AT&T Pebble Beach Pro-Am
17,Cameron Young,71.43%,30,42,AT&T Pebble Beach Pro-Am
25,Ludvig Åberg,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Eric Cole,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Thomas Detry,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Adam Hadwin,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Mark Hubbard,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Si Woo Kim,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Grayson Murray,69.05%,29,42,AT&T Pebble Beach Pro-Am
25,Jordan Spieth,69.05%,29,42,AT&T Pebble Beach Pro-Am
33,Christiaan Bezuidenhout,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Keegan Bradley,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Hayden Buckley,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Sam Burns,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Lucas Glover,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Sungjae Im,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Peter Malnati,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Alex Noren,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Seamus Power,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Adam Scott,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Alex Smalley,66.67%,28,42,AT&T Pebble Beach Pro-Am
33,Kevin Yu,66.67%,28,42,AT&T Pebble Beach Pro-Am
,Field Average,65.15%,,,AT&T Pebble Beach Pro-Am
45,Wyndham Clark,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Harris English,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Tom Hoge,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Max Homa,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Viktor Hovland,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Matthieu Pavon,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Andrew Putnam,64.29%,27,42,AT&T Pebble Beach Pro-Am
45,Adam Schenk,64.29%,27,42,AT&T Pebble Beach Pro-Am
53,Lee Hodges,61.90%,26,42,AT&T Pebble Beach Pro-Am
53,Nick Taylor,61.90%,26,42,AT&T Pebble Beach Pro-Am
53,Erik van Rooyen,61.90%,26,42,AT&T Pebble Beach Pro-Am
56,Xander Schauffele,59.52%,25,42,AT&T Pebble Beach Pro-Am
56,Scottie Scheffler,59.52%,25,42,AT&T Pebble Beach Pro-Am
56,Adam Svensson,59.52%,25,42,AT&T Pebble Beach Pro-Am
56,Justin Thomas,59.52%,25,42,AT&T Pebble Beach Pro-Am
60,Patrick Cantlay,57.14%,24,42,AT&T Pebble Beach Pro-Am
60,Jason Day,57.14%,24,42,AT&T Pebble Beach Pro-Am
60,Rickie Fowler,57.14%,24,42,AT&T Pebble Beach Pro-Am
60,Kurt Kitayama,57.14%,24,42,AT&T Pebble Beach Pro-Am
60,Luke List,57.14%,24,42,AT&T Pebble Beach Pro-Am
60,Maverick McNealy,57.14%,24,42,AT&T Pebble Beach Pro-Am
66,Cam Davis,54.76%,23,42,AT&T Pebble Beach Pro-Am
66,Nick Dunlap,54.76%,23,42,AT&T Pebble Beach Pro-Am
66,Ben Griffin,54.76%,23,42,AT&T Pebble Beach Pro-Am
66,Beau Hossler,54.76%,23,42,AT&T Pebble Beach Pro-Am
66,Matt Kuchar,54.76%,23,42,AT&T Pebble Beach Pro-Am
66,Patrick Rodgers,54.76%,23,42,AT&T Pebble Beach Pro-Am
66,Justin Rose,54.76%,23,42,AT&T Pebble Beach Pro-Am
73,Nick Hardy,52.38%,22,42,AT&T Pebble Beach Pro-Am
73,Taylor Montgomery,52.38%,22,42,AT&T Pebble Beach Pro-Am
73,Taylor Moore,52.38%,22,42,AT&T Pebble Beach Pro-Am
73,Sahith Theegala,52.38%,22,42,AT&T Pebble Beach Pro-Am
77,Stephan Jaeger,50.00%,21,42,AT&T Pebble Beach Pro-Am
78,Mackenzie Hughes,47.62%,20,42,AT&T Pebble Beach Pro-Am
78,S.H. Kim,47.62%,20,42,AT&T Pebble Beach Pro-Am
80,Byeong Hun An,40.48%,17,42,AT&T Pebble Beach Pro-Am
1,Zac Blair,78.57%,44,56,Farmers Insurance Open
2,Ben Silverman,76.79%,43,56,Farmers Insurance Open
3,Aaron Rai,71.43%,40,56,Farmers Insurance Open
4,Alexander Björk,69.64%,39,56,Farmers Insurance Open
4,Adam Schenk,69.64%,39,56,Farmers Insurance Open
6,Akshay Bhatia,67.86%,38,56,Farmers Insurance Open
6,Justin Lower,67.86%,38,56,Farmers Insurance Open
6,Shane Lowry,67.86%,38,56,Farmers Insurance Open
6,Taiga Semikawa,67.86%,38,56,Farmers Insurance Open
10,Nate Lashley,66.07%,37,56,Farmers Insurance Open
10,Xander Schauffele,66.07%,37,56,Farmers Insurance Open
10,Dylan Wu,66.07%,37,56,Farmers Insurance Open
13,Mark Hubbard,64.29%,36,56,Farmers Insurance Open
13,Justin Rose,64.29%,36,56,Farmers Insurance Open
13,Sahith Theegala,64.29%,36,56,Farmers Insurance Open
16,Doug Ghim,62.50%,35,56,Farmers Insurance Open
16,Francesco Molinari,62.50%,35,56,Farmers Insurance Open
16,Matthieu Pavon,62.50%,35,56,Farmers Insurance Open
16,Carson Young,62.50%,35,56,Farmers Insurance Open
20,Jacob Bridgeman,60.71%,34,56,Farmers Insurance Open
20,Justin Suh,60.71%,34,56,Farmers Insurance Open
22,Rafael Campos,58.93%,33,56,Farmers Insurance Open
22,Emiliano Grillo,58.93%,33,56,Farmers Insurance Open
22,Vincent Norrman,58.93%,33,56,Farmers Insurance Open
22,Patrick Rodgers,58.93%,33,56,Farmers Insurance Open
22,Robby Shelton,58.93%,33,56,Farmers Insurance Open
22,Sami Valimaki,58.93%,33,56,Farmers Insurance Open
22,Tom Whitney,58.93%,33,56,Farmers Insurance Open
22,Will Zalatoris,58.93%,33,56,Farmers Insurance Open
30,Aaron Baddeley,57.14%,32,56,Farmers Insurance Open
30,Austin Eckroat,57.14%,32,56,Farmers Insurance Open
30,Ryo Hisatsune,57.14%,32,56,Farmers Insurance Open
30,Tom Hoge,57.14%,32,56,Farmers Insurance Open
30,Ben Martin,57.14%,32,56,Farmers Insurance Open
30,Kevin Yu,57.14%,32,56,Farmers Insurance Open
36,Ludvig Åberg,55.36%,31,56,Farmers Insurance Open
36,Erik Barnes,55.36%,31,56,Farmers Insurance Open
36,Bronson Burgoon,55.36%,31,56,Farmers Insurance Open
36,Adrien Dumont de Chassart,55.36%,31,56,Farmers Insurance Open
36,Max Homa,55.36%,31,56,Farmers Insurance Open
36,Hayden Springer,55.36%,31,56,Farmers Insurance Open
,Field Average,55.33%,,,Farmers Insurance Open
42,Keegan Bradley,53.57%,30,56,Farmers Insurance Open
42,Patrick Cantlay,53.57%,30,56,Farmers Insurance Open
42,Thomas Detry,53.57%,30,56,Farmers Insurance Open
42,Luke List,53.57%,30,56,Farmers Insurance Open
42,Maverick McNealy,53.57%,30,56,Farmers Insurance Open
42,Chandler Phillips,53.57%,30,56,Farmers Insurance Open
48,Parker Coody,51.79%,29,56,Farmers Insurance Open
48,Nicolai Højgaard,51.79%,29,56,Farmers Insurance Open
50,Trace Crowe,50.00%,28,56,Farmers Insurance Open
50,Tony Finau,50.00%,28,56,Farmers Insurance Open
50,Stephan Jaeger,50.00%,28,56,Farmers Insurance Open
50,Michael Kim,50.00%,28,56,Farmers Insurance Open
50,Taylor Montgomery,50.00%,28,56,Farmers Insurance Open
50,Taylor Pendrith,50.00%,28,56,Farmers Insurance Open
56,Tyson Alexander,48.21%,27,56,Farmers Insurance Open
56,Joseph Bramlett,48.21%,27,56,Farmers Insurance Open
56,Harris English,48.21%,27,56,Farmers Insurance Open
56,Chesson Hadley,48.21%,27,56,Farmers Insurance Open
56,Jake Knapp,48.21%,27,56,Farmers Insurance Open
56,Taylor Moore,48.21%,27,56,Farmers Insurance Open
56,Chad Ramey,48.21%,27,56,Farmers Insurance Open
56,Alejandro Tosti,48.21%,27,56,Farmers Insurance Open
64,Kevin Dougherty,46.43%,26,56,Farmers Insurance Open
64,Chris Gotterup,46.43%,26,56,Farmers Insurance Open
64,Min Woo Lee,46.43%,26,56,Farmers Insurance Open
64,Hideki Matsuyama,46.43%,26,56,Farmers Insurance Open
64,Brandt Snedeker,46.43%,26,56,Farmers Insurance Open
64,Scott Stallings,46.43%,26,56,Farmers Insurance Open
70,Lanto Griffin,44.64%,25,56,Farmers Insurance Open
70,Nick Hardy,44.64%,25,56,Farmers Insurance Open
70,Joe Highsmith,44.64%,25,56,Farmers Insurance Open
70,Charley Hoffman,44.64%,25,56,Farmers Insurance Open
70,S.H. Kim,44.64%,25,56,Farmers Insurance Open
70,Sam Stevens,44.64%,25,56,Farmers Insurance Open
76,Ryan Brehm,42.86%,24,56,Farmers Insurance Open
76,Beau Hossler,42.86%,24,56,Farmers Insurance Open
78,Mackenzie Hughes,41.07%,23,56,Farmers Insurance Open
79,Ben Taylor,35.71%,20,56,Farmers Insurance Open
1,Aaron Rai,75.00%,42,56,Sony Open in Hawaii
2,Austin Eckroat,73.21%,41,56,Sony Open in Hawaii
3,Zac Blair,71.43%,40,56,Sony Open in Hawaii
3,Billy Horschel,71.43%,40,56,Sony Open in Hawaii
3,Si Woo Kim,71.43%,40,56,Sony Open in Hawaii
6,Eric Cole,69.64%,39,56,Sony Open in Hawaii
6,Patton Kizzire,69.64%,39,56,Sony Open in Hawaii
6,Alex Noren,69.64%,39,56,Sony Open in Hawaii
6,Andrew Putnam,69.64%,39,56,Sony Open in Hawaii
6,Brendon Todd,69.64%,39,56,Sony Open in Hawaii
11,Tyler Duncan,67.86%,38,56,Sony Open in Hawaii
11,Harris English,67.86%,38,56,Sony Open in Hawaii
11,Grayson Murray,67.86%,38,56,Sony Open in Hawaii
11,Carl Yuan,67.86%,38,56,Sony Open in Hawaii
15,Akshay Bhatia,66.07%,37,56,Sony Open in Hawaii
15,Corey Conners,66.07%,37,56,Sony Open in Hawaii
15,Nico Echavarria,66.07%,37,56,Sony Open in Hawaii
15,Lanto Griffin,66.07%,37,56,Sony Open in Hawaii
15,Emiliano Grillo,66.07%,37,56,Sony Open in Hawaii
15,Ben Kohles,66.07%,37,56,Sony Open in Hawaii
15,Robby Shelton,66.07%,37,56,Sony Open in Hawaii
15,Brandon Wu,66.07%,37,56,Sony Open in Hawaii
23,Joel Dahmen,64.29%,36,56,Sony Open in Hawaii
23,Will Gordon,64.29%,36,56,Sony Open in Hawaii
23,Stephan Jaeger,64.29%,36,56,Sony Open in Hawaii
23,Greyson Sigg,64.29%,36,56,Sony Open in Hawaii
23,Adam Svensson,64.29%,36,56,Sony Open in Hawaii
23,Dylan Wu,64.29%,36,56,Sony Open in Hawaii
29,Keegan Bradley,62.50%,35,56,Sony Open in Hawaii
29,Troy Merritt,62.50%,35,56,Sony Open in Hawaii
29,Justin Rose,62.50%,35,56,Sony Open in Hawaii
29,Taiga Semikawa,62.50%,35,56,Sony Open in Hawaii
33,Byeong Hun An,60.71%,34,56,Sony Open in Hawaii
33,Justin Lower,60.71%,34,56,Sony Open in Hawaii
33,Seamus Power,60.71%,34,56,Sony Open in Hawaii
33,Martin Trainer,60.71%,34,56,Sony Open in Hawaii
37,Cam Davis,58.93%,33,56,Sony Open in Hawaii
37,Russell Henley,58.93%,33,56,Sony Open in Hawaii
37,K.H. Lee,58.93%,33,56,Sony Open in Hawaii
37,Alejandro Tosti,58.93%,33,56,Sony Open in Hawaii
37,Norman Xiong,58.93%,33,56,Sony Open in Hawaii
42,Chris Kirk,57.14%,32,56,Sony Open in Hawaii
42,Chandler Phillips,57.14%,32,56,Sony Open in Hawaii
42,J.T. Poston,57.14%,32,56,Sony Open in Hawaii
,Field Average,56.84%,,,Sony Open in Hawaii
45,Mark Hubbard,55.36%,31,56,Sony Open in Hawaii
45,Yuto Katsuragawa,55.36%,31,56,Sony Open in Hawaii
45,Luke List,55.36%,31,56,Sony Open in Hawaii
45,Hideki Matsuyama,55.36%,31,56,Sony Open in Hawaii
45,Taylor Montgomery,55.36%,31,56,Sony Open in Hawaii
50,Tyrrell Hatton,53.57%,30,56,Sony Open in Hawaii
50,S.H. Kim,53.57%,30,56,Sony Open in Hawaii
50,Kurt Kitayama,53.57%,30,56,Sony Open in Hawaii
50,Ben Silverman,53.57%,30,56,Sony Open in Hawaii
50,Erik van Rooyen,53.57%,30,56,Sony Open in Hawaii
55,Ludvig Åberg,51.79%,29,56,Sony Open in Hawaii
55,Joseph Bramlett,51.79%,29,56,Sony Open in Hawaii
55,Harry Hall,51.79%,29,56,Sony Open in Hawaii
55,Garrick Higgo,51.79%,29,56,Sony Open in Hawaii
55,Ryo Hisatsune,51.79%,29,56,Sony Open in Hawaii
55,Michael Kim,51.79%,29,56,Sony Open in Hawaii
55,Patrick Rodgers,51.79%,29,56,Sony Open in Hawaii
55,Davis Thompson,51.79%,29,56,Sony Open in Hawaii
63,Ben Griffin,50.00%,28,56,Sony Open in Hawaii
63,Nick Hardy,50.00%,28,56,Sony Open in Hawaii
63,Maverick McNealy,50.00%,28,56,Sony Open in Hawaii
63,Webb Simpson,50.00%,28,56,Sony Open in Hawaii
63,Scott Stallings,50.00%,28,56,Sony Open in Hawaii
68,Stewart Cink,48.21%,27,56,Sony Open in Hawaii
68,Charley Hoffman,48.21%,27,56,Sony Open in Hawaii
68,Denny McCarthy,48.21%,27,56,Sony Open in Hawaii
68,Nick Taylor,48.21%,27,56,Sony Open in Hawaii
72,Brian Harman,46.43%,26,56,Sony Open in Hawaii
72,Jake Knapp,46.43%,26,56,Sony Open in Hawaii
72,Keith Mitchell,46.43%,26,56,Sony Open in Hawaii
72,Matthieu Pavon,46.43%,26,56,Sony Open in Hawaii
76,Parker Coody,44.64%,25,56,Sony Open in Hawaii
76,Matt NeSmith,44.64%,25,56,Sony Open in Hawaii
78,Sam Stevens,41.07%,23,56,Sony Open in Hawaii
78,Matt Wallace,41.07%,23,56,Sony Open in Hawaii
80,Robert MacIntyre,39.29%,22,56,Sony Open in Hawaii
80,Taylor Pendrith,39.29%,22,56,Sony Open in Hawaii
1,Andrew Putnam,73.33%,44,60,The Sentry
2,Lucas Glover,70.00%,42,60,The Sentry
2,Emiliano Grillo,70.00%,42,60,The Sentry
2,Nick Hardy,70.00%,42,60,The Sentry
2,Collin Morikawa,70.00%,42,60,The Sentry
6,Harris English,68.33%,41,60,The Sentry
7,Adam Svensson,66.67%,40,60,The Sentry
7,Brendon Todd,66.67%,40,60,The Sentry
9,Corey Conners,65.00%,39,60,The Sentry
9,Russell Henley,65.00%,39,60,The Sentry
9,Seamus Power,65.00%,39,60,The Sentry
12,Brian Harman,63.33%,38,60,The Sentry
12,Taylor Moore,63.33%,38,60,The Sentry
14,Eric Cole,61.67%,37,60,The Sentry
14,Nico Echavarria,61.67%,37,60,The Sentry
14,Max Homa,61.67%,37,60,The Sentry
14,Si Woo Kim,61.67%,37,60,The Sentry
14,Tom Kim,61.67%,37,60,The Sentry
14,Denny McCarthy,61.67%,37,60,The Sentry
14,J.T. Poston,61.67%,37,60,The Sentry
14,Justin Rose,61.67%,37,60,The Sentry
14,Adam Schenk,61.67%,37,60,The Sentry
14,Sepp Straka,61.67%,37,60,The Sentry
24,Jason Day,60.00%,36,60,The Sentry
24,Tommy Fleetwood,60.00%,36,60,The Sentry
24,Adam Hadwin,60.00%,36,60,The Sentry
24,Lee Hodges,60.00%,36,60,The Sentry
24,Kurt Kitayama,60.00%,36,60,The Sentry
24,Nick Taylor,60.00%,36,60,The Sentry
,Field Average,58.59%,,,The Sentry
30,Ludvig Åberg,58.33%,35,60,The Sentry
30,Tony Finau,58.33%,35,60,The Sentry
30,Sungjae Im,58.33%,35,60,The Sentry
30,Chris Kirk,58.33%,35,60,The Sentry
34,Akshay Bhatia,56.67%,34,60,The Sentry
34,Tom Hoge,56.67%,34,60,The Sentry
34,Hideki Matsuyama,56.67%,34,60,The Sentry
34,Sahith Theegala,56.67%,34,60,The Sentry
34,Erik van Rooyen,56.67%,34,60,The Sentry
39,Byeong Hun An,55.00%,33,60,The Sentry
39,Patrick Cantlay,55.00%,33,60,The Sentry
39,Matt Fitzpatrick,55.00%,33,60,The Sentry
39,Rickie Fowler,55.00%,33,60,The Sentry
39,Tyrrell Hatton,55.00%,33,60,The Sentry
39,Vincent Norrman,55.00%,33,60,The Sentry
39,Davis Riley,55.00%,33,60,The Sentry
39,Xander Schauffele,55.00%,33,60,The Sentry
39,Cameron Young,55.00%,33,60,The Sentry
48,Cam Davis,53.33%,32,60,The Sentry
48,Scottie Scheffler,53.33%,32,60,The Sentry
50,Viktor Hovland,51.67%,31,60,The Sentry
50,Luke List,51.67%,31,60,The Sentry
50,Camilo Villegas,51.67%,31,60,The Sentry
53,Sam Burns,50.00%,30,60,The Sentry
53,Jordan Spieth,50.00%,30,60,The Sentry
53,Matt Wallace,50.00%,30,60,The Sentry
56,Keegan Bradley,48.33%,29,60,The Sentry
57,Wyndham Clark,46.67%,28,60,The Sentry
57,Mackenzie Hughes,46.67%,28,60,The Sentry
59,Patrick Rodgers,38.33%,23,60,The Sentry
