RANK,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Tournament
24,Mac Meissner,60.71%,34,56,Myrtle Beach Classic
24,Matt NeSmith,60.71%,34,56,Myrtle Beach Classic
24,J.J. Spaun,60.71%,34,56,Myrtle Beach Classic
24,Kevin Streelman,60.71%,34,56,Myrtle Beach Classic
32,Daniel Berger,58.93%,33,56,Myrtle Beach Classic
32,Alexander Björk,58.93%,33,56,Myrtle Beach Classic
32,Adrien Dumont de Chassart,58.93%,33,56,Myrtle Beach Classic
32,Ben Griffin,58.93%,33,56,Myrtle Beach Classic
32,Beau Hossler,58.93%,33,56,Myrtle Beach Classic
32,Henrik Norlander,58.93%,33,56,Myrtle Beach Classic
32,Andrew Novak,58.93%,33,56,Myrtle Beach Classic
32,Chandler Phillips,58.93%,33,56,Myrtle Beach Classic
,Field Average,57.14%,,,Myrtle Beach Classic
40,S.H. Kim,57.14%,32,56,Myrtle Beach Classic
40,Robert MacIntyre,57.14%,32,56,Myrtle Beach Classic
40,Troy Merritt,57.14%,32,56,Myrtle Beach Classic
40,Scott Piercy,57.14%,32,56,Myrtle Beach Classic
40,Roger Sloan,57.14%,32,56,Myrtle Beach Classic
45,Joseph Bramlett,55.36%,31,56,Myrtle Beach Classic
45,Matt Wallace,55.36%,31,56,Myrtle Beach Classic
47,Paul Barjon,53.57%,30,56,Myrtle Beach Classic
47,Pierceson Coody,53.57%,30,56,Myrtle Beach Classic
47,Erik van Rooyen,53.57%,30,56,Myrtle Beach Classic
47,Dylan Wu,53.57%,30,56,Myrtle Beach Classic
51,Matt Atkins,51.79%,29,56,Myrtle Beach Classic
51,Joel Dahmen,51.79%,29,56,Myrtle Beach Classic
51,Taylor Dickson,51.79%,29,56,Myrtle Beach Classic
51,Davis Riley,51.79%,29,56,Myrtle Beach Classic
51,Martin Trainer,51.79%,29,56,Myrtle Beach Classic
56,Patrick Fishburn,50.00%,28,56,Myrtle Beach Classic
56,Michael Kim,50.00%,28,56,Myrtle Beach Classic
56,David Skinns,50.00%,28,56,Myrtle Beach Classic
56,Carl Yuan,50.00%,28,56,Myrtle Beach Classic
60,Anders Albertson,48.21%,27,56,Myrtle Beach Classic
60,Jacob Bridgeman,48.21%,27,56,Myrtle Beach Classic
60,Zecheng Dou,48.21%,27,56,Myrtle Beach Classic
60,Chris Gotterup,48.21%,27,56,Myrtle Beach Classic
64,Parker Coody,46.43%,26,56,Myrtle Beach Classic
64,Ryan Fox,46.43%,26,56,Myrtle Beach Classic
64,S.Y. Noh,46.43%,26,56,Myrtle Beach Classic
67,Alistair Docherty,44.64%,25,56,Myrtle Beach Classic
67,Max Greyserman,44.64%,25,56,Myrtle Beach Classic
67,Thorbjørn Olesen,44.64%,25,56,Myrtle Beach Classic
67,Alejandro Tosti,44.64%,25,56,Myrtle Beach Classic
1,Aaron Rai,83.93%,47,56,THE CJ CUP Byron Nelson
2,Carson Young,78.57%,44,56,THE CJ CUP Byron Nelson
3,Mark Hubbard,76.79%,43,56,THE CJ CUP Byron Nelson
3,Kelly Kraft,76.79%,43,56,THE CJ CUP Byron Nelson
5,Ben Kohles,75.00%,42,56,THE CJ CUP Byron Nelson
6,Aaron Baddeley,73.21%,41,56,THE CJ CUP Byron Nelson
6,Tom Hoge,73.21%,41,56,THE CJ CUP Byron Nelson
6,Scott Piercy,73.21%,41,56,THE CJ CUP Byron Nelson
6,Alex Smalley,73.21%,41,56,THE CJ CUP Byron Nelson
10,Daniel Berger,71.43%,40,56,THE CJ CUP Byron Nelson
10,Hayden Buckley,71.43%,40,56,THE CJ CUP Byron Nelson
10,Austin Cook,71.43%,40,56,THE CJ CUP Byron Nelson
10,Taiga Semikawa,71.43%,40,56,THE CJ CUP Byron Nelson
10,Tom Whitney,71.43%,40,56,THE CJ CUP Byron Nelson
15,Joel Dahmen,69.64%,39,56,THE CJ CUP Byron Nelson
15,Alex Noren,69.64%,39,56,THE CJ CUP Byron Nelson
15,Adam Schenk,69.64%,39,56,THE CJ CUP Byron Nelson
15,Brandt Snedeker,69.64%,39,56,THE CJ CUP Byron Nelson
19,Ryo Hisatsune,67.86%,38,56,THE CJ CUP Byron Nelson
19,Martin Laird,67.86%,38,56,THE CJ CUP Byron Nelson
19,Max McGreevy,67.86%,38,56,THE CJ CUP Byron Nelson
19,Henrik Norlander,67.86%,38,56,THE CJ CUP Byron Nelson
19,Davis Riley,67.86%,38,56,THE CJ CUP Byron Nelson
19,Kevin Tway,67.86%,38,56,THE CJ CUP Byron Nelson
25,Kevin Chappell,66.07%,37,56,THE CJ CUP Byron Nelson
25,Ben Martin,66.07%,37,56,THE CJ CUP Byron Nelson
27,Nico Echavarria,64.29%,36,56,THE CJ CUP Byron Nelson
27,Mackenzie Hughes,64.29%,36,56,THE CJ CUP Byron Nelson
27,Tom Kim,64.29%,36,56,THE CJ CUP Byron Nelson
27,Min Woo Lee,64.29%,36,56,THE CJ CUP Byron Nelson
27,Maverick McNealy,64.29%,36,56,THE CJ CUP Byron Nelson
27,Andrew Novak,64.29%,36,56,THE CJ CUP Byron Nelson
27,Taylor Pendrith,64.29%,36,56,THE CJ CUP Byron Nelson
27,Adam Scott,64.29%,36,56,THE CJ CUP Byron Nelson
35,Kevin Dougherty,62.50%,35,56,THE CJ CUP Byron Nelson
35,Stephan Jaeger,62.50%,35,56,THE CJ CUP Byron Nelson
35,Sung Kang,62.50%,35,56,THE CJ CUP Byron Nelson
35,Kris Kim,62.50%,35,56,THE CJ CUP Byron Nelson
35,K.H. Lee,62.50%,35,56,THE CJ CUP Byron Nelson
35,Luke List,62.50%,35,56,THE CJ CUP Byron Nelson
,Field Average,61.94%,,,THE CJ CUP Byron Nelson
41,Rafael Campos,60.71%,34,56,THE CJ CUP Byron Nelson
41,Si Woo Kim,60.71%,34,56,THE CJ CUP Byron Nelson
41,Justin Lower,60.71%,34,56,THE CJ CUP Byron Nelson
41,Keith Mitchell,60.71%,34,56,THE CJ CUP Byron Nelson
45,Tyson Alexander,58.93%,33,56,THE CJ CUP Byron Nelson
45,Byeong Hun An,58.93%,33,56,THE CJ CUP Byron Nelson
45,Nick Dunlap,58.93%,33,56,THE CJ CUP Byron Nelson
45,Harrison Endycott,58.93%,33,56,THE CJ CUP Byron Nelson
45,Ben Griffin,58.93%,33,56,THE CJ CUP Byron Nelson
45,Jake Knapp,58.93%,33,56,THE CJ CUP Byron Nelson
45,Sam Stevens,58.93%,33,56,THE CJ CUP Byron Nelson
52,Jorge Campillo,57.14%,32,56,THE CJ CUP Byron Nelson
52,S.H. Kim,57.14%,32,56,THE CJ CUP Byron Nelson
52,Troy Merritt,57.14%,32,56,THE CJ CUP Byron Nelson
52,Matt Wallace,57.14%,32,56,THE CJ CUP Byron Nelson
56,Jason Day,55.36%,31,56,THE CJ CUP Byron Nelson
56,Zach Johnson,55.36%,31,56,THE CJ CUP Byron Nelson
58,Adrien Dumont de Chassart,53.57%,30,56,THE CJ CUP Byron Nelson
58,Chris Gotterup,53.57%,30,56,THE CJ CUP Byron Nelson
58,Vince Whaley,53.57%,30,56,THE CJ CUP Byron Nelson
61,Patton Kizzire,51.79%,29,56,THE CJ CUP Byron Nelson
61,David Skinns,51.79%,29,56,THE CJ CUP Byron Nelson
63,Dylan Wu,50.00%,28,56,THE CJ CUP Byron Nelson
64,Beau Hossler,48.21%,27,56,THE CJ CUP Byron Nelson
64,S.Y. Noh,48.21%,27,56,THE CJ CUP Byron Nelson
66,Ryan McCormick,44.64%,25,56,THE CJ CUP Byron Nelson
1,Collin Morikawa,83.93%,47,56,RBC Heritage
2,Sepp Straka,82.14%,46,56,RBC Heritage
3,Scottie Scheffler,80.36%,45,56,RBC Heritage
4,Austin Eckroat,78.57%,44,56,RBC Heritage
5,Russell Henley,76.79%,43,56,RBC Heritage
6,Matt Fitzpatrick,75.00%,42,56,RBC Heritage
6,Lucas Glover,75.00%,42,56,RBC Heritage
6,Si Woo Kim,75.00%,42,56,RBC Heritage
6,Justin Rose,75.00%,42,56,RBC Heritage
10,Jason Day,73.21%,41,56,RBC Heritage
10,Brian Harman,73.21%,41,56,RBC Heritage
10,Jake Knapp,73.21%,41,56,RBC Heritage
10,Brendon Todd,73.21%,41,56,RBC Heritage
14,Wyndham Clark,71.43%,40,56,RBC Heritage
14,Harris English,71.43%,40,56,RBC Heritage
14,Denny McCarthy,71.43%,40,56,RBC Heritage
14,Chandler Phillips,71.43%,40,56,RBC Heritage
14,Andrew Putnam,71.43%,40,56,RBC Heritage
19,Ludvig Åberg,69.64%,39,56,RBC Heritage
19,J.T. Poston,69.64%,39,56,RBC Heritage
19,Seamus Power,69.64%,39,56,RBC Heritage
22,Byeong Hun An,67.86%,38,56,RBC Heritage
22,Christiaan Bezuidenhout,67.86%,38,56,RBC Heritage
22,Tommy Fleetwood,67.86%,38,56,RBC Heritage
22,Rickie Fowler,67.86%,38,56,RBC Heritage
22,Tom Hoge,67.86%,38,56,RBC Heritage
22,Tom Kim,67.86%,38,56,RBC Heritage
22,Adam Schenk,67.86%,38,56,RBC Heritage
29,Keegan Bradley,66.07%,37,56,RBC Heritage
29,Sam Burns,66.07%,37,56,RBC Heritage
29,Eric Cole,66.07%,37,56,RBC Heritage
29,Brice Garnett,66.07%,37,56,RBC Heritage
29,Adam Hadwin,66.07%,37,56,RBC Heritage
29,Sungjae Im,66.07%,37,56,RBC Heritage
29,Kurt Kitayama,66.07%,37,56,RBC Heritage
29,Rory McIlroy,66.07%,37,56,RBC Heritage
29,Webb Simpson,66.07%,37,56,RBC Heritage
,Field Average,65.63%,,,RBC Heritage
38,Cam Davis,64.29%,36,56,RBC Heritage
38,Thomas Detry,64.29%,36,56,RBC Heritage
38,Nick Dunlap,64.29%,36,56,RBC Heritage
38,Shane Lowry,64.29%,36,56,RBC Heritage
38,Patrick Rodgers,64.29%,36,56,RBC Heritage
38,Jordan Spieth,64.29%,36,56,RBC Heritage
44,Tony Finau,62.50%,35,56,RBC Heritage
44,Max Homa,62.50%,35,56,RBC Heritage
44,Mackenzie Hughes,62.50%,35,56,RBC Heritage
44,Taylor Moore,62.50%,35,56,RBC Heritage
44,Xander Schauffele,62.50%,35,56,RBC Heritage
44,Nick Taylor,62.50%,35,56,RBC Heritage
50,Lee Hodges,60.71%,34,56,RBC Heritage
50,Grayson Murray,60.71%,34,56,RBC Heritage
50,Matthieu Pavon,60.71%,34,56,RBC Heritage
53,Chris Kirk,58.93%,33,56,RBC Heritage
53,Justin Thomas,58.93%,33,56,RBC Heritage
53,Erik van Rooyen,58.93%,33,56,RBC Heritage
53,Gary Woodland,58.93%,33,56,RBC Heritage
53,Cameron Young,58.93%,33,56,RBC Heritage
58,Erik Barnes,57.14%,32,56,RBC Heritage
58,Akshay Bhatia,57.14%,32,56,RBC Heritage
58,Peter Malnati,57.14%,32,56,RBC Heritage
58,Will Zalatoris,57.14%,32,56,RBC Heritage
62,Emiliano Grillo,55.36%,31,56,RBC Heritage
62,Adam Svensson,55.36%,31,56,RBC Heritage
62,Alejandro Tosti,55.36%,31,56,RBC Heritage
65,Corey Conners,53.57%,30,56,RBC Heritage
65,Stephan Jaeger,53.57%,30,56,RBC Heritage
65,Kevin Kisner,53.57%,30,56,RBC Heritage
65,Sahith Theegala,53.57%,30,56,RBC Heritage
69,Patrick Cantlay,51.79%,29,56,RBC Heritage
1,Chez Reavie,96.43%,54,56,Corales Puntacana Championship
2,Troy Merritt,94.64%,53,56,Corales Puntacana Championship
3,Ryan Armour,92.86%,52,56,Corales Puntacana Championship
3,Nico Echavarria,92.86%,52,56,Corales Puntacana Championship
5,Rafael Campos,91.07%,51,56,Corales Puntacana Championship
5,Peter Kuest,91.07%,51,56,Corales Puntacana Championship
5,William McGirt,91.07%,51,56,Corales Puntacana Championship
8,Daniel Berger,87.50%,49,56,Corales Puntacana Championship
8,Billy Horschel,87.50%,49,56,Corales Puntacana Championship
8,Adam Long,87.50%,49,56,Corales Puntacana Championship
8,Ben Martin,87.50%,49,56,Corales Puntacana Championship
12,Joel Dahmen,85.71%,48,56,Corales Puntacana Championship
12,Mark Hubbard,85.71%,48,56,Corales Puntacana Championship
12,Henrik Norlander,85.71%,48,56,Corales Puntacana Championship
12,Greyson Sigg,85.71%,48,56,Corales Puntacana Championship
12,Jhonattan Vegas,85.71%,48,56,Corales Puntacana Championship
12,Tom Whitney,85.71%,48,56,Corales Puntacana Championship
12,Brandon Wu,85.71%,48,56,Corales Puntacana Championship
19,Lanto Griffin,83.93%,47,56,Corales Puntacana Championship
19,Matti Schmid,83.93%,47,56,Corales Puntacana Championship
21,Tyson Alexander,82.14%,46,56,Corales Puntacana Championship
21,Jorge Campillo,82.14%,46,56,Corales Puntacana Championship
21,Harrison Endycott,82.14%,46,56,Corales Puntacana Championship
21,Patrick Fishburn,82.14%,46,56,Corales Puntacana Championship
21,James Hahn,82.14%,46,56,Corales Puntacana Championship
21,Rico Hoey,82.14%,46,56,Corales Puntacana Championship
21,Michael Kim,82.14%,46,56,Corales Puntacana Championship
21,Ryan Palmer,82.14%,46,56,Corales Puntacana Championship
21,Alex Smalley,82.14%,46,56,Corales Puntacana Championship
21,Robert Streb,82.14%,46,56,Corales Puntacana Championship
31,Jacob Bridgeman,80.36%,45,56,Corales Puntacana Championship
31,Wesley Bryan,80.36%,45,56,Corales Puntacana Championship
31,Doug Ghim,80.36%,45,56,Corales Puntacana Championship
31,K.H. Lee,80.36%,45,56,Corales Puntacana Championship
31,Justin Lower,80.36%,45,56,Corales Puntacana Championship
31,Taylor Pendrith,80.36%,45,56,Corales Puntacana Championship
31,Jimmy Stanger,80.36%,45,56,Corales Puntacana Championship
31,Sam Stevens,80.36%,45,56,Corales Puntacana Championship
31,Jimmy Walker,80.36%,45,56,Corales Puntacana Championship
,Field Average,79.61%,,,Corales Puntacana Championship
40,Parker Coody,78.57%,44,56,Corales Puntacana Championship
40,Harry Higgs,78.57%,44,56,Corales Puntacana Championship
40,Alex Noren,78.57%,44,56,Corales Puntacana Championship
40,Scott Piercy,78.57%,44,56,Corales Puntacana Championship
40,Chad Ramey,78.57%,44,56,Corales Puntacana Championship
40,Sam Ryder,78.57%,44,56,Corales Puntacana Championship
40,Callum Tarren,78.57%,44,56,Corales Puntacana Championship
40,Kevin Tway,78.57%,44,56,Corales Puntacana Championship
48,Brandon Berry,76.79%,43,56,Corales Puntacana Championship
48,Erik Compton,76.79%,43,56,Corales Puntacana Championship
48,Trace Crowe,76.79%,43,56,Corales Puntacana Championship
48,Max Greyserman,76.79%,43,56,Corales Puntacana Championship
48,Ben Griffin,76.79%,43,56,Corales Puntacana Championship
48,Scott Gutschewski,76.79%,43,56,Corales Puntacana Championship
48,Chan Kim,76.79%,43,56,Corales Puntacana Championship
48,Patton Kizzire,76.79%,43,56,Corales Puntacana Championship
48,Victor Perez,76.79%,43,56,Corales Puntacana Championship
48,Richy Werenski,76.79%,43,56,Corales Puntacana Championship
58,Bill Haas,75.00%,42,56,Corales Puntacana Championship
58,Sean O'Hair,75.00%,42,56,Corales Puntacana Championship
60,Pierceson Coody,73.21%,41,56,Corales Puntacana Championship
60,Zecheng Dou,73.21%,41,56,Corales Puntacana Championship
60,Alex Fitzpatrick,73.21%,41,56,Corales Puntacana Championship
60,Charley Hoffman,73.21%,41,56,Corales Puntacana Championship
60,Matt NeSmith,73.21%,41,56,Corales Puntacana Championship
60,Austin Smotherman,73.21%,41,56,Corales Puntacana Championship
60,Davis Thompson,73.21%,41,56,Corales Puntacana Championship
67,S.H. Kim,71.43%,40,56,Corales Puntacana Championship
67,Vince Whaley,71.43%,40,56,Corales Puntacana Championship
69,Adrien Dumont de Chassart,69.64%,39,56,Corales Puntacana Championship
70,Wilson Furr,64.29%,36,56,Corales Puntacana Championship
,Field Average,.00%,,,Masters Tournament
1,Ludvig Åberg,.00%,44,0,Masters Tournament
1,Byeong Hun An,.00%,37,0,Masters Tournament
1,Akshay Bhatia,.00%,40,0,Masters Tournament
1,Keegan Bradley,.00%,35,0,Masters Tournament
1,Patrick Cantlay,.00%,42,0,Masters Tournament
1,Eric Cole,.00%,37,0,Masters Tournament
1,Corey Conners,.00%,40,0,Masters Tournament
1,Cam Davis,.00%,45,0,Masters Tournament
1,Jason Day,.00%,35,0,Masters Tournament
1,Bryson DeChambeau,.00%,42,0,Masters Tournament
1,Harris English,.00%,44,0,Masters Tournament
1,Tony Finau,.00%,40,0,Masters Tournament
1,Matt Fitzpatrick,.00%,42,0,Masters Tournament
1,Tommy Fleetwood,.00%,47,0,Masters Tournament
1,Rickie Fowler,.00%,37,0,Masters Tournament
1,Ryan Fox,.00%,37,0,Masters Tournament
1,Lucas Glover,.00%,46,0,Masters Tournament
1,Adam Hadwin,.00%,35,0,Masters Tournament
1,Tyrrell Hatton,.00%,39,0,Masters Tournament
1,Russell Henley,.00%,44,0,Masters Tournament
1,Nicolai Højgaard,.00%,36,0,Masters Tournament
1,Max Homa,.00%,45,0,Masters Tournament
1,Si Woo Kim,.00%,49,0,Masters Tournament
1,Tom Kim,.00%,44,0,Masters Tournament
1,Chris Kirk,.00%,41,0,Masters Tournament
1,Kurt Kitayama,.00%,46,0,Masters Tournament
1,Jake Knapp,.00%,38,0,Masters Tournament
1,Brooks Koepka,.00%,35,0,Masters Tournament
1,Min Woo Lee,.00%,44,0,Masters Tournament
1,Luke List,.00%,34,0,Masters Tournament
1,Shane Lowry,.00%,43,0,Masters Tournament
1,Hideki Matsuyama,.00%,35,0,Masters Tournament
1,Denny McCarthy,.00%,38,0,Masters Tournament
1,Rory McIlroy,.00%,36,0,Masters Tournament
1,Phil Mickelson,.00%,36,0,Masters Tournament
1,Taylor Moore,.00%,39,0,Masters Tournament
1,Collin Morikawa,.00%,46,0,Masters Tournament
1,Grayson Murray,.00%,39,0,Masters Tournament
1,Joaquin Niemann,.00%,39,0,Masters Tournament
1,José María Olazábal,.00%,44,0,Masters Tournament
1,Thorbjørn Olesen,.00%,40,0,Masters Tournament
1,Matthieu Pavon,.00%,45,0,Masters Tournament
1,J.T. Poston,.00%,44,0,Masters Tournament
1,Jon Rahm,.00%,39,0,Masters Tournament
1,Patrick Reed,.00%,39,0,Masters Tournament
1,Xander Schauffele,.00%,37,0,Masters Tournament
1,Scottie Scheffler,.00%,44,0,Masters Tournament
1,Adam Schenk,.00%,39,0,Masters Tournament
1,Adam Scott,.00%,36,0,Masters Tournament
1,Neal Shipley,.00%,37,0,Masters Tournament
1,Vijay Singh,.00%,41,0,Masters Tournament
1,Cameron Smith,.00%,39,0,Masters Tournament
1,Sepp Straka,.00%,45,0,Masters Tournament
1,Sahith Theegala,.00%,39,0,Masters Tournament
1,Erik van Rooyen,.00%,36,0,Masters Tournament
1,Camilo Villegas,.00%,36,0,Masters Tournament
1,Danny Willett,.00%,35,0,Masters Tournament
1,Tiger Woods,.00%,38,0,Masters Tournament
1,Cameron Young,.00%,42,0,Masters Tournament
1,Will Zalatoris,.00%,42,0,Masters Tournament
1,Tommy Fleetwood,67.86%,38,56,Valero Texas Open
1,Ben Martin,67.86%,38,56,Valero Texas Open
3,Ben Kohles,66.07%,37,56,Valero Texas Open
3,Brendon Todd,66.07%,37,56,Valero Texas Open
5,Brian Harman,64.29%,36,56,Valero Texas Open
5,Webb Simpson,64.29%,36,56,Valero Texas Open
7,Ludvig Åberg,62.50%,35,56,Valero Texas Open
7,Chez Reavie,62.50%,35,56,Valero Texas Open
9,Bronson Burgoon,60.71%,34,56,Valero Texas Open
10,Lucas Glover,58.93%,33,56,Valero Texas Open
10,Garrick Higgo,58.93%,33,56,Valero Texas Open
10,Martin Laird,58.93%,33,56,Valero Texas Open
10,Nate Lashley,58.93%,33,56,Valero Texas Open
10,Jordan Spieth,58.93%,33,56,Valero Texas Open
15,Tyler Duncan,57.14%,32,56,Valero Texas Open
15,Adam Scott,57.14%,32,56,Valero Texas Open
17,Stewart Cink,55.36%,31,56,Valero Texas Open
17,Russell Henley,55.36%,31,56,Valero Texas Open
17,Rico Hoey,55.36%,31,56,Valero Texas Open
17,Charley Hoffman,55.36%,31,56,Valero Texas Open
17,Beau Hossler,55.36%,31,56,Valero Texas Open
17,Mark Hubbard,55.36%,31,56,Valero Texas Open
17,Chan Kim,55.36%,31,56,Valero Texas Open
17,Brandt Snedeker,55.36%,31,56,Valero Texas Open
17,J.J. Spaun,55.36%,31,56,Valero Texas Open
17,Tom Whitney,55.36%,31,56,Valero Texas Open
27,Christiaan Bezuidenhout,53.57%,30,56,Valero Texas Open
27,Austin Eckroat,53.57%,30,56,Valero Texas Open
27,Mac Meissner,53.57%,30,56,Valero Texas Open
27,Keith Mitchell,53.57%,30,56,Valero Texas Open
27,Ryan Moore,53.57%,30,56,Valero Texas Open
27,Collin Morikawa,53.57%,30,56,Valero Texas Open
27,Ben Silverman,53.57%,30,56,Valero Texas Open
34,Tyson Alexander,51.79%,29,56,Valero Texas Open
34,Alexander Björk,51.79%,29,56,Valero Texas Open
34,Pierceson Coody,51.79%,29,56,Valero Texas Open
34,Ben Griffin,51.79%,29,56,Valero Texas Open
34,Kevin Kisner,51.79%,29,56,Valero Texas Open
34,Peter Kuest,51.79%,29,56,Valero Texas Open
34,Denny McCarthy,51.79%,29,56,Valero Texas Open
34,C.T. Pan,51.79%,29,56,Valero Texas Open
34,Victor Perez,51.79%,29,56,Valero Texas Open
34,Andrew Putnam,51.79%,29,56,Valero Texas Open
34,Carl Yuan,51.79%,29,56,Valero Texas Open
45,Akshay Bhatia,50.00%,28,56,Valero Texas Open
45,Lanto Griffin,50.00%,28,56,Valero Texas Open
45,Nick Hardy,50.00%,28,56,Valero Texas Open
45,Joe Highsmith,50.00%,28,56,Valero Texas Open
45,Nicolai Højgaard,50.00%,28,56,Valero Texas Open
45,Max Homa,50.00%,28,56,Valero Texas Open
45,David Lipsky,50.00%,28,56,Valero Texas Open
45,Hideki Matsuyama,50.00%,28,56,Valero Texas Open
45,Aaron Rai,50.00%,28,56,Valero Texas Open
,Field Average,48.61%,,,Valero Texas Open
54,Kevin Yu,48.21%,27,56,Valero Texas Open
55,Rory McIlroy,46.43%,26,56,Valero Texas Open
55,Maverick McNealy,46.43%,26,56,Valero Texas Open
55,Vincent Norrman,46.43%,26,56,Valero Texas Open
55,Matti Schmid,46.43%,26,56,Valero Texas Open
55,Kevin Streelman,46.43%,26,56,Valero Texas Open
55,Josh Teater,46.43%,26,56,Valero Texas Open
61,Bud Cauley,44.64%,25,56,Valero Texas Open
61,Thorbjørn Olesen,44.64%,25,56,Valero Texas Open
61,Adam Schenk,44.64%,25,56,Valero Texas Open
61,Robby Shelton,44.64%,25,56,Valero Texas Open
61,Sam Stevens,44.64%,25,56,Valero Texas Open
61,Adam Svensson,44.64%,25,56,Valero Texas Open
61,Davis Thompson,44.64%,25,56,Valero Texas Open
68,Kevin Chappell,42.86%,24,56,Valero Texas Open
68,Matt Fitzpatrick,42.86%,24,56,Valero Texas Open
68,Alex Noren,42.86%,24,56,Valero Texas Open
68,Andrew Novak,42.86%,24,56,Valero Texas Open
68,Hayden Springer,42.86%,24,56,Valero Texas Open
73,Corey Conners,41.07%,23,56,Valero Texas Open
73,Parker Coody,41.07%,23,56,Valero Texas Open
73,Harry Hall,41.07%,23,56,Valero Texas Open
73,Dylan Wu,41.07%,23,56,Valero Texas Open
77,Justin Lower,39.29%,22,56,Valero Texas Open
78,Aaron Baddeley,35.71%,20,56,Valero Texas Open
79,S.H. Kim,33.93%,19,56,Valero Texas Open
79,Ryan McCormick,33.93%,19,56,Valero Texas Open
81,Ryo Hisatsune,32.14%,18,56,Valero Texas Open
82,Vince Whaley,28.57%,16,56,Valero Texas Open
1,Daniel Berger,71.15%,37,52,Texas Children's Houston Open
1,Akshay Bhatia,71.15%,37,52,Texas Children's Houston Open
3,Si Woo Kim,69.23%,36,52,Texas Children's Houston Open
3,Nate Lashley,69.23%,36,52,Texas Children's Houston Open
3,Ryan Moore,69.23%,36,52,Texas Children's Houston Open
6,Sam Bennett,67.31%,35,52,Texas Children's Houston Open
6,Tony Finau,67.31%,35,52,Texas Children's Houston Open
6,Billy Horschel,67.31%,35,52,Texas Children's Houston Open
9,K.H. Lee,65.38%,34,52,Texas Children's Houston Open
9,Alex Noren,65.38%,34,52,Texas Children's Houston Open
9,Chad Ramey,65.38%,34,52,Texas Children's Houston Open
12,Ryan Palmer,63.46%,33,52,Texas Children's Houston Open
12,Aaron Rai,63.46%,33,52,Texas Children's Houston Open
12,Dylan Wu,63.46%,33,52,Texas Children's Houston Open
15,Bud Cauley,61.54%,32,52,Texas Children's Houston Open
15,Cam Davis,61.54%,32,52,Texas Children's Houston Open
15,Joe Highsmith,61.54%,32,52,Texas Children's Houston Open
15,Martin Laird,61.54%,32,52,Texas Children's Houston Open
15,Taylor Moore,61.54%,32,52,Texas Children's Houston Open
15,Greyson Sigg,61.54%,32,52,Texas Children's Houston Open
21,Jacob Bridgeman,59.62%,31,52,Texas Children's Houston Open
21,Andrew Novak,59.62%,31,52,Texas Children's Houston Open
21,Davis Riley,59.62%,31,52,Texas Children's Houston Open
21,Scottie Scheffler,59.62%,31,52,Texas Children's Houston Open
21,Sahith Theegala,59.62%,31,52,Texas Children's Houston Open
26,Tom Hoge,57.69%,30,52,Texas Children's Houston Open
26,Chan Kim,57.69%,30,52,Texas Children's Houston Open
26,Kurt Kitayama,57.69%,30,52,Texas Children's Houston Open
26,Patrick Rodgers,57.69%,30,52,Texas Children's Houston Open
26,Callum Tarren,57.69%,30,52,Texas Children's Houston Open
31,Ryan Brehm,55.77%,29,52,Texas Children's Houston Open
31,Cameron Champ,55.77%,29,52,Texas Children's Houston Open
31,Pierceson Coody,55.77%,29,52,Texas Children's Houston Open
31,Austin Cook,55.77%,29,52,Texas Children's Houston Open
31,Thomas Detry,55.77%,29,52,Texas Children's Houston Open
31,Mark Hubbard,55.77%,29,52,Texas Children's Houston Open
31,Davis Thompson,55.77%,29,52,Texas Children's Houston Open
38,Joseph Bramlett,53.85%,28,52,Texas Children's Houston Open
38,Kevin Dougherty,53.85%,28,52,Texas Children's Houston Open
38,Harrison Endycott,53.85%,28,52,Texas Children's Houston Open
38,Lanto Griffin,53.85%,28,52,Texas Children's Houston Open
38,Stephan Jaeger,53.85%,28,52,Texas Children's Houston Open
38,Adam Long,53.85%,28,52,Texas Children's Houston Open
38,Matti Schmid,53.85%,28,52,Texas Children's Houston Open
38,Ben Silverman,53.85%,28,52,Texas Children's Houston Open
38,Sam Stevens,53.85%,28,52,Texas Children's Houston Open
47,Max Greyserman,51.92%,27,52,Texas Children's Houston Open
47,James Hahn,51.92%,27,52,Texas Children's Houston Open
47,Harry Hall,51.92%,27,52,Texas Children's Houston Open
47,Justin Lower,51.92%,27,52,Texas Children's Houston Open
47,Victor Perez,51.92%,27,52,Texas Children's Houston Open
47,J.J. Spaun,51.92%,27,52,Texas Children's Houston Open
47,Will Zalatoris,51.92%,27,52,Texas Children's Houston Open
,Field Average,51.84%,,,Texas Children's Houston Open
54,Aaron Baddeley,50.00%,26,52,Texas Children's Houston Open
54,Nick Hardy,50.00%,26,52,Texas Children's Houston Open
54,Mackenzie Hughes,50.00%,26,52,Texas Children's Houston Open
54,Michael Kim,50.00%,26,52,Texas Children's Houston Open
54,Adam Svensson,50.00%,26,52,Texas Children's Houston Open
59,Erik Barnes,48.08%,25,52,Texas Children's Houston Open
59,Wyndham Clark,48.08%,25,52,Texas Children's Houston Open
59,Wilson Furr,48.08%,25,52,Texas Children's Houston Open
59,Chandler Phillips,48.08%,25,52,Texas Children's Houston Open
63,Emilio Gonzalez,46.15%,24,52,Texas Children's Houston Open
63,Chris Gotterup,46.15%,24,52,Texas Children's Houston Open
63,Ben Griffin,46.15%,24,52,Texas Children's Houston Open
